Sample_Identification,Provider,Study_Number,Sample_Accession,Experiment_Accession,Run_Accession,Median_DoublingTime_NoAntimicrbial,Median_GrowthYield_NoAntimicrbial,Median_DoublingTime_CAM_0.5,Median_GrowthYield_CAM_0.5,Median_DoublingTime_CAM_1,Median_GrowthYield_CAM_1,Median_DoublingTime_CAM_2,Median_GrowthYield_CAM_2,Median_DoublingTime_CIP_0.002,Median_GrowthYield_CIP_0.002,Median_DoublingTime_CIP_0.004,Median_GrowthYield_CIP_0.004,Median_DoublingTime_CIP_0.008,Median_GrowthYield_CIP_0.008,Median_DoublingTime_CTX_0.5,Median_GrowthYield_CTX_0.5,Median_DoublingTime_CTX_1,Median_GrowthYield_CTX_1,Median_DoublingTime_CTX_2,Median_GrowthYield_CTX_2,Median_DoublingTime_KAN_4,Median_GrowthYield_KAN_4,Median_DoublingTime_KAN_8,Median_GrowthYield_KAN_8,Median_DoublingTime_KAN_16,Median_GrowthYield_KAN_16,Median_DoublingTime_TET_0.3,Median_GrowthYield_TET_0.3,Median_DoublingTime_TET_0.6,Median_GrowthYield_TET_0.6,Median_DoublingTime_TET_1.25,Median_GrowthYield_TET_1.25,Median_DoublingTime_TRIM_0.125,Median_GrowthYield_TRIM_0.125,Median_DoublingTime_TRIM_0.25,Median_GrowthYield_TRIM_0.25,Median_DoublingTime_TRIM_0.5,Median_GrowthYield_TRIM_0.5,StandardDeviation_DoublingTime_NoAntimicrbial,StandardDeviation_GrowthYield_NoAntimicrobial,StandardDeviation_DoublingTime_CAM_0.5,StandardDeviation_GrowthYield_CAM_0.5,StandardDeviation_DoublingTime_CAM_1,StandardDeviation_GrowthYield_CAM_1,StandardDeviation_DoublingTime_CAM_2,StandardDeviation_GrowthYield_CAM_2,StandardDeviation_DoublingTime_CIP_0.002,StandardDeviation_GrowthYield_CIP_0.002,StandardDeviation_DoublingTime_CIP_0.004,StandardDeviation_GrowthYield_CIP_0.004,StandardDeviation_DoublingTime_CIP_0.008,StandardDeviation_GrowthYield_CIP_0.008,StandardDeviation_DoublingTime_CTX_0.5,StandardDeviation_GrowthYield_CTX_0.5,StandardDeviation_DoublingTime_CTX_1,StandardDeviation_GrowthYield_CTX_1,StandardDeviation_DoublingTime_CTX_2,StandardDeviation_GrowthYield_CTX_2,StandardDeviation_DoublingTime_KAN_4,StandardDeviation_GrowthYield_KAN_4,StandardDeviation_DoublingTime_KAN_8,StandardDeviation_GrowthYield_KAN_8,StandardDeviation_DoublingTime_KAN_16,StandardDeviation_GrowthYield_KAN_16,StandardDeviation_DoublingTime_TET_0.3,StandardDeviation_GrowthYield_TET_0.3,StandardDeviation_DoublingTime_TET_0.6,StandardDeviation_GrowthYield_TET_0.6,StandardDeviation_DoublingTime_TET_1.25,StandardDeviation_GrowthYield_TET_1.25,StandardDeviation_DoublingTime_TRIM_0.125,StandardDeviation_GrowthYield_TRIM_0.125,StandardDeviation_DoublingTime_TRIM_0.25,StandardDeviation_GrowthYield_TRIM_0.25,StandardDeviation_DoublingTime_TRIM_0.5,StandardDeviation_GrowthYield_TRIM_0.5
25964_1#246,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607673,ERX3396823,ERR3372671,0.015984273,-0.631218959,0.042644045,0.372271575,-0.046179537,0.846617196,-0.705353748,2.234856656,-0.143466791,1.01900506,-0.200331321,3.211074574,-0.236185903,5.578809399,-0.068456951,5.538449769,0.066699321,6.463781935,0.264868049,6.829219589,-0.496405315,1.249562352,-0.635086753,3.926081694,-1.288177425,5.111003262,-0.257593299,1.9690986,-0.089591412,4.80656922,-1.068288369,6.863301229,-0.018642274,0.774227876,-0.017731648,1.907367663,-0.035373737,4.546644401,0.1116367,0.13994447,0.286472785,0.235679354,0.147042988,0.232677859,0.202284611,0.266712352,0.131697369,0.385229456,0.234720084,0.483360658,0.161860241,0.720458487,0.244339244,1.121854171,0.175161906,0.798820723,0.185640292,1.153477376,0.272217192,0.431193578,0.17501778,0.630611507,0.171364192,0.694833226,0.251997322,0.492555105,0.265218321,0.513636742,0.378523775,0.877214379,0.214225111,0.488899248,0.207021968,0.387442907,0.293222003,0.735659258
25964_1#248,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607675,ERX3396825,ERR3372673,-0.084302727,-0.669416132,-0.081072263,0.459100825,-0.179061758,0.975489608,-0.652621352,2.238704492,-0.172869694,0.932800608,-0.194232983,3.109782314,-0.293972454,4.912066478,-0.224548464,3.606024855,-0.313230615,4.933423773,-0.132638339,5.283387733,-0.061096278,1.322424117,-0.400961101,3.408080674,-1.15806292,4.625175334,-0.307177886,1.56415801,-0.522088927,4.397466272,-1.598626489,6.036166522,-0.126285338,0.961479103,-0.427810786,1.335554266,-0.572883372,3.583867834,0.093868025,0.158578714,0.170053924,0.257084649,0.129109088,0.27218878,0.166637826,0.350038083,0.175982038,0.347550499,0.179254165,0.83602651,0.17886236,0.809919601,0.218537757,0.433034118,0.167490962,1.113568559,0.195294549,0.898054768,0.115194735,0.220536166,0.160134666,0.554715029,0.071839619,0.924902008,0.193526044,0.310398103,0.226159303,0.704999076,0.307186817,0.949124862,0.284818122,0.204212401,0.119122743,0.534571421,0.199536599,0.937856622
25964_1#249,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607676,ERX3396826,ERR3372674,-0.058683291,-0.643328797,0.093994866,0.232915832,0.05322376,0.802335458,-0.352122761,2.167055901,-0.109783649,1.033697581,-0.185559742,2.983470599,-0.275731692,4.712831675,-0.103479552,4.310389312,-0.112669992,5.074481693,0.167711715,5.545183348,-0.288355353,1.260878573,-0.540454119,3.652624401,-1.165379946,4.88994486,-0.474032311,1.133870729,-0.834726136,3.142023108,-1.495278403,4.470033598,-0.071204928,0.78405462,-0.074246373,1.248295773,-0.171308013,2.111495117,0.177025562,0.141121026,0.207336673,0.172989913,0.201730914,0.222550909,0.281185653,0.262477268,0.440744286,0.262769697,0.469795538,0.730782609,0.413306644,0.748989661,0.193961634,0.669511278,0.583763815,1.10272503,0.215058812,1.013011393,0.15704498,0.329690486,0.139230622,0.347052284,0.114388215,0.896055561,0.194830117,0.303122826,0.276942762,0.397712221,0.248597523,0.899634191,0.192622499,0.261809138,0.147979132,0.325753445,0.155584212,0.651503948
25964_1#25,Carl-Fredrik Flach,PRJEB23294,SAMEA4607467,ERX3396602,ERR3372450,-0.043923738,-0.146204748,-0.367780009,-0.080514247,-0.530418168,0.296665625,-0.661880145,1.355381957,0.325020378,1.145270531,0.197913921,2.392278881,-0.023480107,2.874252505,0.131911402,-0.134128435,0.13549979,-0.211759192,-0.023907419,0.617003371,0.203275203,1.425296477,0.250280687,2.888018426,0.005494744,2.380363508,-0.741884634,1.0115006,-1.048843109,3.088459272,-1.162427504,3.170661423,-0.35149399,-0.516727244,-0.335923702,-0.011416684,-0.636935437,1.178970913,0.218313786,0.192766666,0.258502231,0.234053559,0.255046212,0.251724517,0.305857937,0.321920395,0.449573765,0.257366963,0.507865266,0.665261327,0.362796516,0.483236651,0.315944246,0.742850976,0.219806449,0.61813628,0.227217389,0.189048595,0.415489854,0.469395404,0.433295473,0.676471459,0.565109235,0.914285824,0.464906304,0.282865119,0.561867007,0.574261237,0.521351287,0.637723184,0.292887393,0.503095019,0.314148412,0.574959152,0.308823946,0.593091121
25964_1#250,Carl-Fredrik Flach,PRJEB23294,SAMEA4607677,ERX3396827,ERR3372675,-0.043359027,0.174094125,-0.011936523,-0.035921561,0.006446207,0.050063093,-0.244317003,0.404672648,0.307110495,0.296460041,0.151723237,1.79076019,-0.059958236,0.028543902,0.09127371,0.939237509,0.021947339,0.829368934,-0.134652323,1.305463128,-0.238372247,0.85112071,-0.091041215,1.823732393,-0.393563043,1.459227934,-0.152766672,1.284152424,-0.453907564,2.280825804,-0.156973384,2.218798995,0.276897806,0.288412423,0.293456021,0.743736767,0.129148025,1.855850417,0.205280245,0.382161706,0.287023474,0.485375291,0.251853292,0.447216509,0.243253654,0.505096367,0.347234272,0.481762512,0.279107354,0.534827283,0.285094366,0.554556369,0.19724526,0.178628056,0.251163903,0.24773222,0.301968249,0.342681576,0.21400775,0.234676026,0.260861827,0.328800567,0.25401003,0.361389815,0.114220449,0.572721444,0.305884773,0.627469003,0.202291259,0.546090007,0.289482515,0.499058792,0.215029142,0.504055031,0.211090589,0.714481393
25964_1#251,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607678,ERX3396828,ERR3372676,0.092412136,-0.432615883,-0.132461553,0.411879162,-0.140005245,0.987991311,-0.602541807,2.736232108,-0.143633443,1.291210699,-0.272290273,3.264966148,-0.135508212,5.195124481,-0.017684912,4.700476026,0.066415331,5.734880603,0.163946191,6.05619198,-0.10708969,1.661456233,-0.570405238,3.840629971,-1.282474466,5.474259176,-0.266493987,1.862405127,-0.649811142,4.484961715,-1.506792386,6.067361087,-0.412321468,0.619751148,-0.422731904,1.772034697,-0.479696948,3.680883344,0.219837323,0.157222404,0.242250656,0.225699794,0.225200631,0.1929119,0.313405033,0.179324403,0.239190919,0.301931808,0.311190976,0.430883636,0.151072275,0.839815595,0.244956553,0.777149765,0.129237768,1.142551018,0.179200511,0.944412854,0.151534219,0.108426662,0.175065253,0.300000679,0.135586367,0.282352985,0.170462582,0.379939154,0.221366866,0.503770115,0.15056521,0.832016033,0.117672042,0.28723238,0.11845773,0.328302827,0.143110049,0.619967233
25964_1#252,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607679,ERX3396829,ERR3372677,-0.109437593,-0.353510233,-0.067483617,0.062831801,-0.178693385,0.353931974,-0.498820859,0.923322564,-0.154422689,1.128704659,-0.100635313,3.146510307,-0.281376137,4.793153905,0.067248441,4.835387662,0.048615678,5.839289425,0.140612497,5.902969983,-0.173506587,1.488982181,-0.558661794,3.763904564,-1.176690635,5.180137102,-0.432857222,1.748714469,-0.571799487,4.388349282,-1.634718254,6.200823008,-0.159811626,-0.30632254,-0.029145876,-0.316226261,-0.164954096,0.406622205,0.178640075,0.136140755,0.200727665,0.203963816,0.196788872,0.175356187,0.253461587,0.260110912,0.177160435,0.365194804,0.277632844,0.625057235,0.106920045,0.823480396,0.179590775,0.484755583,0.157846119,0.936742011,0.144477185,0.670709381,0.129413436,0.179065602,0.110561039,0.528105075,0.176707269,0.303396284,0.209091305,0.413666679,0.244389656,0.500519309,0.140558449,0.913497987,0.073087218,0.294207026,0.093678115,0.289601063,0.170039659,0.398036133
25964_1#253,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607680,ERX3396830,ERR3372678,0.549620664,-2.180692348,-0.080917608,0.003143901,0.050768194,0.020667679,-0.334330001,0.997994168,-0.196472956,0.611120305,-0.190392571,2.439995239,-0.113112771,4.173222726,-0.192541854,4.836662988,-0.368814495,5.522954939,0.203478889,6.695621027,0.048999171,1.274625546,-0.177858789,3.599572261,-0.792402286,5.838681214,-0.379616356,2.298485773,-0.179390063,5.159070294,-1.14146365,6.810519247,-0.292387881,0.515316239,-0.243545694,1.723045975,-0.386216127,4.028384028,0.185348209,0.157583478,0.215747298,0.351420784,0.203514901,0.276611656,0.234411562,0.264676236,0.242737756,0.307591413,0.406503198,0.484515782,0.191572538,0.514751943,0.322000115,0.747335942,0.33418488,1.27770998,0.441920006,1.239323677,0.174339801,0.379858161,0.13322493,0.779780396,0.294529985,0.722594991,0.299548766,0.288994937,0.302458256,0.529861627,0.278766578,0.985322717,0.141329188,0.334824995,0.142459859,0.280109667,0.225788515,0.523003344
25964_1#254,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607681,ERX3396831,ERR3372679,0.320077008,-1.454852574,0.333057871,-0.602964776,0.344549828,-1.200307139,0.513020046,-2.204403731,-0.264467551,0.88097189,-0.217898566,2.900078028,0.126774211,4.852843287,-0.298331783,5.611356016,-0.224978092,6.267536211,-0.023829702,6.276484913,-0.24570971,1.343824251,-0.554604037,3.601637282,-1.539905748,4.915545929,-0.17167285,2.034129461,-0.793629976,4.596721461,-1.546534593,6.328503897,-0.472406238,0.271754795,-0.439507322,1.128420164,-0.6962727,3.078539265,0.205283685,0.258033298,0.239140312,0.365022453,0.22310321,0.424216516,0.287826746,0.619092869,0.233560986,0.24216866,0.22624435,0.443381919,0.304184288,0.789072993,0.291120311,1.244734828,0.29018914,0.952749934,0.347804597,1.182755072,0.239457195,0.428784005,0.269399123,0.310782828,0.15869827,0.744091151,0.402049846,0.795192456,0.333942772,0.918790516,0.323300201,1.152330305,0.143379478,0.312796055,0.350087394,0.406519303,0.137284417,0.676007558
25964_1#255,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607682,ERX3396832,ERR3372680,0.028688685,-0.673718179,0.121420917,0.377268481,-0.037657736,0.579145823,-0.393248072,1.635056378,-0.128627881,1.107637364,-0.374646954,3.219216181,-0.179902439,4.49109467,-0.101212817,4.038248909,-0.156128643,5.002640351,0.23755654,5.691728948,-0.09004611,1.045338316,-0.385339123,2.599194486,-0.929906421,2.915077631,-0.439133048,1.831835315,-0.705877895,4.101478446,-1.682444532,5.673777846,-0.101547829,0.205899695,-0.377786954,0.188125586,-0.281589081,2.039407479,0.126135281,0.183122153,0.231338043,0.302908008,0.153467069,0.323598223,0.283885543,0.495418046,0.305368123,0.359762986,0.238796827,0.964988199,0.292132153,0.798228318,0.310892079,0.983019707,0.263337505,1.310033916,0.311986127,1.524130595,0.131335293,0.436613738,0.214264222,0.461550991,0.165507083,0.739382959,0.307601678,0.513962333,0.24043786,0.432822854,0.321104033,1.107739841,0.177198913,0.213301245,0.088446549,0.323769946,0.158954828,0.524471711
25964_1#256,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607683,ERX3396833,ERR3372681,0.224802748,-1.250656738,0.188977405,0.272628381,0.060763014,0.701535193,-0.349544023,2.08019262,-0.084168828,0.987815924,-0.185389567,3.108619764,-0.183722192,4.925491,-0.231365798,4.63872678,-0.149667773,5.6825583,0.065643983,5.60282429,-0.260290243,1.440112216,-0.529272847,2.847831946,-1.047378884,3.587329532,-0.351742497,1.382739336,-0.063415953,3.399248451,-0.497106825,3.766524441,-0.272105227,0.608933784,-0.392373646,1.260379904,-0.403294043,3.424196989,0.129219848,0.100271538,0.14397764,0.328137102,0.150758198,0.314850847,0.209777891,0.304101048,0.168265852,0.240209365,0.290929247,0.6251391,0.074521074,0.676619889,0.255440805,0.806996353,0.223929626,1.088573669,0.284964148,1.274567651,0.125535403,0.40550002,0.181750529,0.613321477,0.169081226,0.906892309,0.187337744,1.117919858,0.202615301,1.212470878,0.281407041,1.377558745,0.089921511,0.286907295,0.134625434,0.518075415,0.149552891,0.716471813
25964_1#257,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607684,ERX3396834,ERR3372682,-0.180112071,-0.845208515,-0.03656671,0.286062773,-0.151174148,0.770161165,-0.408268327,2.12171249,-0.299904326,0.891031528,-0.302702043,2.915779855,-0.328528917,4.725204443,0.026086947,4.653860753,-0.01821964,5.022294033,-0.010556552,5.492745621,-0.119714871,1.511373044,-0.415484154,3.753239394,-1.155962467,4.783727689,-0.379236849,1.095655364,-0.366369873,2.886321001,-1.144874744,3.514158,-0.314575655,0.720287356,-0.441650692,1.54765267,-0.620890435,3.334617284,0.114322444,0.188568093,0.164421598,0.257746013,0.210506203,0.314486635,0.225160914,0.260244325,0.213738914,0.212185978,0.199254853,0.590666059,0.14472808,0.59710155,0.248410164,0.695849568,0.18147034,1.30157383,0.278542688,1.337553532,0.121436782,0.276649785,0.137887735,0.32578326,0.108786032,0.878005947,0.157102042,0.210382617,0.191930231,0.3511061,0.252973568,0.978395645,0.184827334,0.225341087,0.099002924,0.422010888,0.17596578,0.608874824
25964_1#258,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607685,ERX3396835,ERR3372683,-0.085135794,-0.537358743,0.131010528,-0.263922692,0.02564619,-0.712495284,-0.251133958,-0.654181058,-0.255996243,1.079067192,-0.509500033,3.119194059,-0.363927238,4.731078912,0.011902748,4.635157941,0.007145613,5.150277814,0.403733756,6.362610965,-0.133416489,0.770279451,-0.42495395,2.434608285,-0.996779361,2.175417511,-0.253536177,1.723749961,-0.186673998,4.711395664,-1.111997426,5.837785123,-0.481365203,-0.888225195,-0.348528899,-0.437785807,-0.267059251,-0.086291507,0.204113792,0.254746848,0.211579675,0.306436834,0.269878251,0.308314148,0.309450664,0.438015502,0.455161943,0.385347474,0.285834235,0.670926302,0.236043668,0.725767501,0.300083879,1.241083431,0.183207993,1.223889404,0.352196228,1.01354567,0.171285914,0.239126538,0.163249945,0.32511732,0.124939699,0.677226333,0.158333247,0.258052674,0.348674382,0.506905217,0.380651999,1.050478745,0.120916256,0.275841319,0.136794542,0.422304534,0.159048922,0.401967516
25964_1#259,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607686,ERX3396836,ERR3372684,-0.317272606,-0.939100662,0.024676419,0.663511254,-0.001233493,1.206156772,-0.524496504,2.783314859,-0.300322158,0.939123372,-0.243038043,3.030505997,-0.282302527,5.009904056,-0.063027791,4.163067009,-0.066445603,4.141335325,0.053852818,5.393721617,-0.022820777,1.071008813,-0.267127704,1.836622224,0.002029354,0.747721286,-0.525924247,1.456947177,-0.082045596,4.814346607,-1.372588079,6.00521347,-0.391222792,0.364898444,-0.410091239,1.678259157,-0.463146836,3.690731045,0.105449578,0.180852085,0.194743095,0.261139914,0.186502112,0.217104403,0.180394719,0.30187165,0.204208411,0.347397807,0.30364893,0.414383423,0.153042105,0.668868011,0.29762353,1.376323844,0.235611301,1.291883226,0.24576153,0.791001903,0.128829599,0.241594798,0.130801669,0.337089729,0.111271497,0.941735078,0.284526168,0.414969981,0.342000561,0.514926569,0.40431837,1.199061983,0.16344433,0.342115125,0.145835684,0.283279343,0.271310172,0.417299772
25964_1#26,Carl-Fredrik Flach,PRJEB23294,SAMEA4607468,ERX3396603,ERR3372451,-0.908331329,-0.546774555,-0.018309429,0.22342521,-0.093509248,0.376827091,-0.198705253,1.164829811,0.239429028,0.907272362,0.010165073,1.799338109,-0.002062123,1.194403063,-0.12096795,0.561950686,-0.155151307,-0.19867078,-0.252809638,0.274908391,0.147324147,0.85030962,0.134498219,0.360078856,-0.121754269,-2.178121058,-0.743035485,1.559660493,-0.931910494,4.856866545,-1.245895816,6.196333967,0.076398485,-1.060467544,0.188856923,-1.742030157,0.056658069,-0.920737149,0.126270475,0.191164645,0.152286099,0.282210416,0.20071246,0.205110368,0.196296766,0.433966049,0.515183215,0.666224078,0.478773532,0.52409987,0.54764525,1.050202659,0.394355038,0.701896263,0.342248507,1.104347194,0.308642124,1.124301999,0.207041838,0.371813933,0.292224577,0.654532705,0.312548398,1.140016282,0.525565848,0.737381156,0.500305271,0.673330351,0.527820082,0.768632641,0.234235948,0.328481597,0.237691853,0.340086154,0.345450925,0.432093884
25964_1#260,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607688,ERX3396837,ERR3372685,0.014811522,-0.117633129,0.030246667,0.166849679,-0.049120363,0.443151344,-0.598376458,1.507212232,-0.08644788,1.318673646,-0.126955183,3.317776182,-0.120461857,5.243219613,-0.05695131,5.080237064,-0.034983301,5.257728042,0.099165924,5.876000768,-0.090337445,0.976050261,-0.444105836,2.648340398,-1.033372293,3.002073698,-0.395187972,1.949634115,-0.46280145,4.6362322,-1.488115195,6.409944456,-0.182685764,0.772955718,-0.135808801,2.016223105,-0.315386356,3.846192663,0.115379122,0.129687228,0.148765896,0.142866418,0.177006608,0.182874377,0.198197466,0.235492683,0.160124727,0.395915588,0.22943472,0.62553005,0.151232681,0.836787206,0.19026867,1.147722341,0.126469015,0.98488531,0.101903994,0.903780224,0.129534381,0.187652519,0.134542583,0.388250202,0.140040651,0.489931381,0.234819393,0.441216073,0.230219084,0.542900773,0.21558826,0.932119039,0.110289676,0.201786134,0.090910489,0.221019185,0.150478662,0.531813683
25964_1#262,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607690,ERX3396839,ERR3372687,0.202114141,-2.050872687,-0.083472409,0.59089651,-0.093780853,0.959323135,-0.2721744,1.950640267,0.023354474,1.081070175,-0.198730711,2.963889718,-0.080392332,5.03740761,-0.046903502,4.578403452,0.025027275,4.81968965,0.115512503,5.604783452,-0.072427346,1.8103031,-0.480439135,3.284749448,-0.990173295,3.413977925,-0.179708248,1.378936318,0.062013304,1.948674415,-0.171382791,2.487862854,-0.134066614,-0.241139929,-0.268355129,0.896077835,-0.241114162,2.509740644,0.072162954,0.10284783,0.124792105,0.289916177,0.158716275,0.248232775,0.182917759,0.263407491,0.141645451,0.301250648,0.398992435,0.665611875,0.216020746,0.627361087,0.457066977,1.179778513,0.471314487,1.379903922,0.479648691,1.371886617,0.143394727,0.57215957,0.144380876,0.398675098,0.154746828,0.69137945,0.326858793,0.482039381,0.320083848,0.44509941,0.285944514,0.995327486,0.207733602,0.380250897,0.127902437,0.359700202,0.160946335,0.364577554
25964_1#263,Jan Michiels,PRJEB23294,SAMEA4607691,ERX3396840,ERR3372688,-0.988452109,-1.221049455,-0.154210653,-0.004143408,-0.268921348,0.011961231,-0.57318581,0.359350929,-0.074756651,1.354998516,0.213886134,3.437341518,-0.210265558,3.771044286,-0.377927408,0.720068493,-0.184652721,1.118330329,-0.118555796,1.487907638,-0.236769427,1.347970763,-0.464751982,1.432271272,-0.973900723,0.734491065,-0.185058985,1.564557956,-0.541060234,3.309994681,-0.9591773,3.229550326,0.111959694,-0.450206682,-0.217245895,-0.566557627,-0.254259994,1.109779423,0.089542735,0.113890137,0.133969777,0.221019018,0.193994219,0.2994816,0.160110362,0.396668347,0.121604098,0.167339694,0.215977104,0.764521719,0.144825034,0.547514188,0.262157677,0.458163261,0.212598156,0.462034188,0.467738924,0.606586441,0.463604417,0.446401212,0.467164529,0.51845758,0.473731129,0.709359249,0.242999881,0.354346296,0.393640332,0.590325075,0.274507456,0.379350363,0.257451155,0.580964955,0.273171411,0.74184135,0.175648373,0.483301123
25964_1#264,Jan Michiels,PRJEB23294,SAMEA4607692,ERX3396841,ERR3372689,-0.951508949,-1.18781053,-0.201026451,-0.116601581,-0.162910171,-0.236441003,-0.409440432,0.42757922,-0.176814442,1.046133014,-0.036647022,2.992217456,-0.227517492,3.926211088,-0.345704851,0.435806821,-0.100641562,0.713713579,-0.102025433,0.334736544,-0.148787627,1.524373206,-0.099307449,2.197163516,-0.709578275,0.695966258,-0.207433374,1.435049783,-0.984230837,3.266987159,-1.574124883,7.215068297,0.072340238,-2.320914673,-0.12614873,-1.99484274,-0.342800041,-0.788841414,0.102641636,0.216357291,0.192394264,0.248153413,0.208644429,0.255784272,0.208045435,0.445130368,0.103452527,0.234607023,0.32418341,0.393354692,0.184659675,0.287953108,0.198891147,0.388298527,0.201344273,0.437302183,0.258892609,0.381244446,0.162663555,0.310943363,0.21257921,0.275258166,0.238383343,0.408072962,0.177743711,0.376337643,0.168234665,0.468073981,0.271969924,0.810705069,0.208415901,0.545725629,0.211586334,0.74822465,0.209447361,0.55184441
25964_1#266,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607694,ERX3396843,ERR3372691,-0.074815545,-0.7317996,-0.083194706,0.369263855,-0.17354341,1.034582024,-0.655574932,2.465166316,-0.123528097,1.17460375,-0.172854848,3.382051745,-0.193624799,4.594174222,0.109384676,4.282356481,0.094940267,4.011110211,0.092011372,5.564734125,-0.157703928,1.454889305,-0.483765844,2.755513192,-1.103073576,3.120057251,-0.157983745,1.83104998,-0.632916479,4.166681742,-1.425310369,5.554781251,-0.164925204,0.478731722,-0.2149131,1.021546973,-0.340889523,1.936600317,0.062571158,0.084974512,0.116434257,0.226155986,0.100781207,0.312306648,0.179747283,0.212475055,0.146340133,0.348912876,0.208857674,0.657086496,0.166450605,0.697393377,0.219622418,0.573651751,0.184830312,1.358486533,0.234693869,0.943242,0.094551867,0.239998822,0.108587891,0.320665347,0.077198474,0.589490162,0.149947831,0.320917391,0.255437647,0.39059094,0.208035756,0.951006189,0.190019109,0.226090886,0.148872752,0.373979596,0.159025204,0.424785282
25964_1#267,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4607695,ERX3396844,ERR3372692,-0.061978131,-0.753793879,-0.120238514,0.114048828,-0.103250018,0.26738851,-0.536705028,1.086297732,-0.091274089,1.090376876,-0.107426014,3.148136557,-0.172535268,5.193375528,0.069633242,5.99642082,0.115892503,5.004995167,0.150874097,6.547224393,-0.107512568,1.794732282,-0.542731969,3.953929511,-1.36240163,5.242725739,-0.451501633,1.660346112,-0.656292121,4.515551502,-1.561807007,6.111226803,-0.279339073,0.330990572,-0.310509493,1.691661084,-0.475921427,3.365953515,0.154440173,0.148804907,0.207161357,0.191127223,0.219459596,0.184989796,0.204104243,0.330611664,0.2495847,0.162853226,0.205226574,0.450958874,0.122377639,0.744492722,0.287706804,0.794677576,0.243129711,1.421554839,0.184173714,0.922595141,0.198141076,0.25092298,0.157361578,0.388407186,0.148359609,0.30001093,0.461206147,0.311571404,0.481477108,0.393067283,0.488650564,0.903560553,0.137770611,0.269728411,0.093352768,0.257960788,0.149195144,0.442445395
25964_1#268,Carl-Fredrik Flach,PRJEB23294,SAMEA4607696,ERX3396845,ERR3372693,0.013400517,-2.250261022,0.039516173,0.46502829,-0.233152626,0.915217739,-0.454813347,2.263849246,0.284665186,0.989107209,0.16190519,1.809545798,0.072074536,3.590928866,0.030263085,0.580158274,0.067903854,0.525611783,0.035484518,1.067662024,-0.012922692,1.144438985,-0.027546979,1.533701902,-0.197372518,1.255853551,-0.017158912,1.400214878,-0.425961618,3.028981318,-0.379658424,4.9045092,0.082643016,1.693311992,0.14549248,3.006202815,-0.077379452,4.644563718,0.143654673,0.344677156,0.178384121,0.507028461,0.201298417,0.368564382,0.184712007,0.638605726,0.288914024,0.452720926,0.295401465,0.554624114,0.269183918,0.464053297,0.230438325,0.214931151,0.215700868,0.294420421,0.238848742,0.85041564,0.252074612,0.471778391,0.318424967,0.314433579,0.207928903,0.497683926,0.174527097,0.485932167,0.360459267,0.743517796,0.21912003,0.752940708,0.30262377,0.644256285,0.35782793,0.572236474,0.32823954,0.720016622
